,id,statuses_count,followers_count,friends_count,favourites_count,listed_count,utc_offset,created_at_year,lang_code,label
55,24510304.0,493.0,47.0,80.0,24.0,0.0,3600.0,2009.0,1.0,0.0
56,25442408.0,1012.0,283.0,268.0,15.0,3.0,-10800.0,2009.0,0.0,0.0
57,25911628.0,1706.0,134.0,257.0,0.0,2.0,3600.0,2009.0,0.0,0.0
58,26232444.0,103.0,45.0,66.0,0.0,0.0,3600.0,2009.0,1.0,0.0
59,26771352.0,189.0,35.0,178.0,6.0,0.0,3600.0,2009.0,1.0,0.0
60,27241975.0,3720.0,179.0,154.0,6.0,2.0,3600.0,2009.0,0.0,0.0
61,27422705.0,1566.0,110.0,295.0,71.0,1.0,3600.0,2009.0,0.0,0.0
62,27636956.0,1672.0,627.0,1089.0,11.0,4.0,3600.0,2009.0,1.0,0.0
63,27887098.0,969.0,69.0,210.0,233.0,1.0,3600.0,2009.0,1.0,0.0
64,28313453.0,7307.0,378.0,239.0,2620.0,30.0,3600.0,2009.0,2.0,0.0
65,28342883.0,4240.0,1012.0,1449.0,578.0,25.0,-10800.0,2009.0,1.0,0.0
66,28363979.0,74.0,16.0,42.0,88.0,0.0,-7614.0,2009.0,0.0,0.0
67,28845598.0,6866.0,463.0,330.0,2180.0,5.0,-10800.0,2009.0,0.0,0.0
68,29500667.0,31546.0,151.0,301.0,294.0,2.0,3600.0,2009.0,1.0,0.0
69,29510629.0,966.0,69.0,318.0,3.0,0.0,216.0,2009.0,0.0,0.0
70,29646177.0,28808.0,2638.0,1743.0,1021.0,39.0,3600.0,2009.0,1.0,0.0
71,30062603.0,386.0,88.0,205.0,25.0,1.0,-10800.0,2009.0,1.0,0.0
72,31102741.0,3763.0,1169.0,1642.0,32.0,7.0,-10800.0,2009.0,1.0,0.0
73,31162918.0,522.0,319.0,793.0,10.0,11.0,3600.0,2009.0,0.0,0.0
74,32025215.0,30547.0,445.0,489.0,304.0,16.0,-10800.0,2009.0,0.0,0.0
75,32130104.0,6175.0,362.0,318.0,181.0,11.0,-10800.0,2009.0,0.0,0.0
76,32204918.0,348.0,262.0,1513.0,28.0,1.0,3600.0,2009.0,1.0,0.0
77,33950570.0,484.0,232.0,431.0,10.0,0.0,3600.0,2009.0,0.0,0.0
78,34355343.0,2190.0,46.0,122.0,15.0,0.0,-10800.0,2009.0,1.0,0.0
79,34897604.0,116.0,22.0,49.0,16.0,0.0,3600.0,2009.0,0.0,0.0
80,35737313.0,482.0,26.0,73.0,5.0,0.0,-10800.0,2009.0,1.0,0.0
81,36190135.0,344.0,49.0,20.0,37.0,0.0,3600.0,2009.0,1.0,0.0
82,36381609.0,1805.0,258.0,191.0,4.0,14.0,3600.0,2009.0,0.0,0.0
83,36727238.0,748.0,85.0,460.0,80.0,1.0,3600.0,2009.0,0.0,0.0
84,37539436.0,34917.0,1161.0,194.0,2.0,28.0,0.0,2009.0,0.0,0.0
85,37733715.0,3397.0,173.0,390.0,3.0,2.0,-10800.0,2009.0,0.0,0.0
86,37889070.0,5561.0,587.0,295.0,4.0,9.0,0.0,2009.0,1.0,0.0
87,37922072.0,3526.0,257.0,473.0,8.0,1.0,3600.0,2009.0,1.0,0.0
88,38002859.0,371.0,413.0,70.0,9.0,6.0,-10800.0,2009.0,1.0,0.0
89,38223194.0,1361.0,149.0,463.0,289.0,2.0,0.0,2009.0,1.0,0.0
90,38730407.0,887.0,280.0,502.0,13.0,1.0,3600.0,2009.0,1.0,0.0
91,38972677.0,3276.0,125.0,549.0,224.0,2.0,3600.0,2009.0,0.0,0.0
92,39721490.0,971.0,48.0,112.0,8.0,1.0,3600.0,2009.0,1.0,0.0
93,39748948.0,8173.0,231.0,433.0,413.0,3.0,3600.0,2009.0,1.0,0.0
94,41780152.0,728.0,120.0,406.0,16.0,1.0,3600.0,2009.0,1.0,0.0
95,41785738.0,350.0,46.0,115.0,240.0,1.0,3600.0,2009.0,1.0,0.0
96,42676920.0,9626.0,508.0,1153.0,3819.0,0.0,3600.0,2009.0,1.0,0.0
97,42754744.0,4736.0,414.0,1196.0,166.0,2.0,3600.0,2009.0,1.0,0.0
98,43069058.0,732.0,191.0,656.0,1.0,1.0,3600.0,2009.0,1.0,0.0
99,43870029.0,516.0,46.0,96.0,28.0,0.0,3600.0,2009.0,0.0,0.0
100,43964510.0,8635.0,1707.0,1376.0,3266.0,67.0,3600.0,2009.0,0.0,0.0
101,44042861.0,2935.0,184.0,302.0,1.0,5.0,3600.0,2009.0,2.0,0.0
102,44335261.0,1030.0,369.0,202.0,1.0,13.0,3600.0,2009.0,1.0,0.0
103,44451302.0,2035.0,209.0,168.0,216.0,2.0,3600.0,2009.0,0.0,0.0
104,45100798.0,3152.0,162.0,352.0,23.0,7.0,3600.0,2009.0,1.0,0.0
105,45307775.0,6131.0,488.0,366.0,1058.0,10.0,3600.0,2009.0,1.0,0.0
106,45529357.0,3902.0,290.0,347.0,918.0,12.0,3600.0,2009.0,1.0,0.0
107,45778279.0,4357.0,231.0,152.0,90.0,0.0,7200.0,2009.0,0.0,0.0
108,46137662.0,18810.0,685.0,688.0,12.0,29.0,-10800.0,2009.0,0.0,0.0
109,46334699.0,3302.0,370.0,934.0,103.0,7.0,3600.0,2009.0,1.0,0.0
110,47612213.0,160.0,23.0,227.0,1.0,0.0,3600.0,2009.0,0.0,0.0
111,48034707.0,6002.0,272.0,336.0,0.0,15.0,3600.0,2009.0,1.0,0.0
112,48182327.0,1781.0,105.0,427.0,234.0,0.0,3600.0,2009.0,0.0,0.0
113,48652450.0,1184.0,75.0,138.0,0.0,0.0,3600.0,2009.0,1.0,0.0
114,48989220.0,13159.0,501.0,697.0,79.0,11.0,3600.0,2009.0,1.0,0.0
115,49044510.0,280.0,50.0,1273.0,8.0,1.0,810.0,2009.0,0.0,0.0
116,49319803.0,5237.0,245.0,241.0,115.0,4.0,3600.0,2009.0,0.0,0.0
117,49341424.0,611.0,87.0,173.0,1.0,1.0,3600.0,2009.0,1.0,0.0
118,49934607.0,835.0,111.0,768.0,36.0,0.0,-828.0,2009.0,1.0,0.0
119,49977491.0,1187.0,44.0,136.0,19.0,1.0,3600.0,2009.0,1.0,0.0
120,50571065.0,2185.0,74.0,345.0,32.0,1.0,3600.0,2009.0,0.0,0.0
121,50585331.0,148.0,249.0,548.0,1.0,1.0,-10800.0,2009.0,0.0,0.0
122,50589337.0,1073.0,89.0,237.0,53.0,1.0,-10800.0,2009.0,1.0,0.0
123,50598277.0,127.0,23.0,152.0,1.0,0.0,7200.0,2009.0,0.0,0.0
124,50619779.0,1601.0,147.0,405.0,9.0,3.0,-10800.0,2009.0,1.0,0.0
125,50972738.0,704.0,129.0,380.0,12.0,0.0,3600.0,2009.0,0.0,0.0
126,51005435.0,57.0,76.0,650.0,0.0,0.0,3600.0,2009.0,0.0,0.0
127,51015996.0,552.0,80.0,290.0,11.0,1.0,3600.0,2009.0,1.0,0.0
128,51037293.0,4862.0,116.0,160.0,98.0,2.0,3600.0,2009.0,0.0,0.0
129,51150318.0,1652.0,412.0,1974.0,4.0,3.0,3600.0,2009.0,1.0,0.0
130,51738765.0,1786.0,63.0,185.0,342.0,2.0,3600.0,2009.0,0.0,0.0
131,51780170.0,238.0,45.0,99.0,39.0,0.0,3600.0,2009.0,1.0,0.0
132,52157135.0,764.0,99.0,226.0,22.0,0.0,3600.0,2009.0,1.0,0.0
133,53025684.0,5745.0,641.0,1221.0,95.0,5.0,3600.0,2009.0,1.0,0.0
134,53027768.0,2703.0,170.0,635.0,4.0,0.0,3600.0,2009.0,1.0,0.0
135,53621838.0,2683.0,57.0,215.0,82.0,0.0,3600.0,2009.0,1.0,0.0
136,54556442.0,2064.0,238.0,590.0,26.0,5.0,3600.0,2009.0,1.0,0.0
137,54691030.0,709.0,116.0,112.0,124.0,2.0,3600.0,2009.0,1.0,0.0
138,54864334.0,2893.0,160.0,227.0,71.0,4.0,3600.0,2009.0,1.0,0.0
139,54867711.0,1425.0,83.0,70.0,616.0,1.0,3600.0,2009.0,0.0,0.0
140,54911584.0,246.0,333.0,1598.0,10.0,0.0,3600.0,2009.0,0.0,0.0
141,55550359.0,519.0,139.0,454.0,17.0,3.0,3600.0,2009.0,0.0,0.0
142,55590832.0,1876.0,120.0,146.0,112.0,0.0,3600.0,2009.0,0.0,0.0
143,55819049.0,13774.0,254.0,192.0,520.0,5.0,3600.0,2009.0,1.0,0.0
144,56326516.0,16195.0,5027.0,5530.0,6698.0,73.0,3600.0,2009.0,1.0,0.0
145,56345134.0,3885.0,2812.0,1988.0,966.0,45.0,3600.0,2009.0,1.0,0.0
146,56466070.0,9147.0,100.0,162.0,369.0,4.0,3600.0,2009.0,1.0,0.0
147,56662794.0,80.0,54.0,187.0,46.0,1.0,3600.0,2009.0,1.0,0.0
148,56706947.0,684.0,65.0,281.0,1.0,0.0,3600.0,2009.0,1.0,0.0
149,56966762.0,351.0,28.0,76.0,3.0,1.0,-10800.0,2009.0,1.0,0.0
150,57365720.0,6351.0,98.0,75.0,127.0,4.0,3600.0,2009.0,1.0,0.0
151,57928664.0,9372.0,179.0,723.0,87.0,0.0,3600.0,2009.0,1.0,0.0
152,59083826.0,537.0,117.0,552.0,4.0,1.0,216.0,2009.0,0.0,0.0
153,59402800.0,446.0,84.0,418.0,4.0,1.0,3600.0,2009.0,1.0,0.0
154,60508255.0,5999.0,258.0,770.0,14.0,2.0,-10800.0,2009.0,1.0,0.0
155,61198155.0,11156.0,148.0,104.0,18.0,5.0,3600.0,2009.0,1.0,0.0
156,61452320.0,139.0,53.0,53.0,0.0,1.0,3600.0,2009.0,1.0,0.0
157,61513445.0,567.0,77.0,171.0,6.0,0.0,3060.0,2009.0,1.0,0.0
158,61794519.0,77.0,14.0,18.0,1.0,1.0,3600.0,2009.0,0.0,0.0
159,62017536.0,235.0,78.0,152.0,55.0,0.0,3600.0,2009.0,1.0,0.0
160,62364690.0,25575.0,1672.0,802.0,2329.0,52.0,3600.0,2009.0,1.0,0.0
161,63517006.0,120.0,62.0,183.0,27.0,0.0,3600.0,2009.0,1.0,0.0
162,63822625.0,1130.0,88.0,111.0,97.0,4.0,3600.0,2009.0,0.0,0.0
163,64967572.0,79876.0,473.0,299.0,203.0,16.0,3600.0,2009.0,1.0,0.0
164,66092090.0,613.0,46.0,105.0,46.0,0.0,3600.0,2009.0,1.0,0.0
165,67002064.0,4288.0,126.0,199.0,5.0,1.0,3600.0,2009.0,0.0,0.0
166,67006908.0,3896.0,369.0,250.0,20.0,10.0,-36000.0,2009.0,0.0,0.0
167,69654626.0,44.0,4.0,12.0,1.0,1.0,3600.0,2009.0,1.0,0.0
168,69843045.0,2277.0,150.0,536.0,33.0,5.0,3600.0,2009.0,0.0,0.0
169,69892452.0,326.0,444.0,620.0,1524.0,1.0,3600.0,2009.0,1.0,0.0
170,70735118.0,3730.0,220.0,282.0,34.0,6.0,3600.0,2009.0,2.0,0.0
171,71295474.0,2060.0,100.0,164.0,19.0,0.0,3600.0,2009.0,1.0,0.0
172,71336448.0,787.0,63.0,161.0,43.0,1.0,3600.0,2009.0,0.0,0.0
173,71366031.0,640.0,77.0,227.0,13.0,1.0,3600.0,2009.0,1.0,0.0
174,71495570.0,2475.0,207.0,356.0,38.0,1.0,3600.0,2009.0,1.0,0.0
175,71522541.0,1334.0,94.0,338.0,97.0,0.0,3600.0,2009.0,1.0,0.0
176,71582266.0,1349.0,161.0,546.0,1609.0,5.0,3600.0,2009.0,1.0,0.0
177,72149178.0,1533.0,96.0,168.0,46.0,0.0,3600.0,2009.0,0.0,0.0
178,72314987.0,413.0,42.0,275.0,42.0,0.0,-10800.0,2009.0,1.0,0.0
179,72816504.0,2185.0,64.0,262.0,173.0,0.0,3600.0,2009.0,1.0,0.0
180,72890647.0,8713.0,563.0,774.0,6688.0,11.0,3600.0,2009.0,1.0,0.0
181,72967193.0,650.0,95.0,139.0,2.0,0.0,3600.0,2009.0,1.0,0.0
182,73627373.0,2617.0,128.0,324.0,63.0,3.0,3600.0,2009.0,1.0,0.0
183,73799359.0,268.0,120.0,429.0,76.0,0.0,3600.0,2009.0,0.0,0.0
184,74147053.0,1110.0,179.0,2000.0,0.0,1.0,3600.0,2009.0,1.0,0.0
185,74156552.0,4707.0,1772.0,1771.0,23.0,8.0,3600.0,2009.0,1.0,0.0
186,74486653.0,1447.0,252.0,667.0,2.0,2.0,3600.0,2009.0,1.0,0.0
187,74544145.0,3020.0,516.0,443.0,225.0,3.0,-10800.0,2009.0,1.0,0.0
188,75270480.0,302.0,56.0,156.0,12.0,4.0,3600.0,2009.0,1.0,0.0
189,75320990.0,1809.0,102.0,392.0,18.0,1.0,3600.0,2009.0,1.0,0.0
190,75386921.0,271.0,21.0,63.0,8.0,1.0,3600.0,2009.0,1.0,0.0
191,75522479.0,8890.0,189.0,283.0,176.0,2.0,3600.0,2009.0,0.0,0.0
192,75777355.0,13300.0,238.0,158.0,1905.0,5.0,3600.0,2009.0,1.0,0.0
193,76286424.0,6212.0,369.0,198.0,103.0,5.0,3600.0,2009.0,1.0,0.0
194,76982240.0,1570.0,243.0,761.0,388.0,9.0,3600.0,2009.0,0.0,0.0
195,77165019.0,1111.0,84.0,601.0,0.0,3.0,3600.0,2009.0,1.0,0.0
196,77243029.0,4812.0,575.0,860.0,30.0,18.0,3600.0,2009.0,1.0,0.0
197,77528520.0,34098.0,13890.0,12773.0,85.0,486.0,7200.0,2009.0,0.0,0.0
198,78116487.0,6273.0,588.0,868.0,16.0,9.0,3600.0,2009.0,1.0,0.0
199,78719596.0,183.0,17.0,78.0,3.0,1.0,3600.0,2009.0,1.0,0.0
200,80000814.0,8387.0,214.0,314.0,3049.0,11.0,3600.0,2009.0,0.0,0.0
201,81056258.0,1373.0,281.0,405.0,127.0,3.0,0.0,2009.0,0.0,0.0
202,81218261.0,33.0,20.0,95.0,0.0,0.0,3600.0,2009.0,1.0,0.0
203,81239268.0,2636.0,54.0,100.0,0.0,0.0,14400.0,2009.0,0.0,0.0
204,81352611.0,3199.0,111.0,216.0,289.0,7.0,3600.0,2009.0,0.0,0.0
205,81592426.0,16037.0,635.0,320.0,86.0,16.0,3600.0,2009.0,1.0,0.0
206,81680710.0,5756.0,554.0,1853.0,32.0,10.0,-10800.0,2009.0,0.0,0.0
207,81915249.0,4712.0,469.0,1988.0,98.0,5.0,3600.0,2009.0,0.0,0.0
208,82068999.0,1497.0,153.0,308.0,121.0,3.0,3600.0,2009.0,1.0,0.0
209,82324675.0,1959.0,289.0,364.0,56.0,1.0,3600.0,2009.0,0.0,0.0
210,82837121.0,7838.0,213.0,506.0,180.0,9.0,3600.0,2009.0,1.0,0.0
211,83087554.0,1476.0,125.0,187.0,0.0,0.0,3600.0,2009.0,1.0,0.0
212,83236897.0,5367.0,409.0,1159.0,27.0,25.0,3600.0,2009.0,1.0,0.0
213,83338869.0,1407.0,263.0,414.0,72.0,4.0,-10800.0,2009.0,1.0,0.0
214,83581269.0,873.0,122.0,427.0,33.0,2.0,3600.0,2009.0,1.0,0.0
215,84114885.0,2396.0,46.0,68.0,154.0,0.0,3600.0,2009.0,1.0,0.0
216,84214494.0,1913.0,151.0,1172.0,171.0,0.0,3600.0,2009.0,0.0,0.0
217,84426046.0,96.0,23.0,60.0,1.0,0.0,3600.0,2009.0,1.0,0.0
218,84561646.0,540.0,116.0,220.0,45.0,1.0,3600.0,2009.0,1.0,0.0
219,84596057.0,21069.0,2221.0,1636.0,944.0,26.0,3600.0,2009.0,1.0,0.0
220,85184915.0,6256.0,517.0,34.0,264.0,3.0,3600.0,2009.0,1.0,0.0
221,85305729.0,4043.0,126.0,126.0,98.0,1.0,-10800.0,2009.0,1.0,0.0
222,85391583.0,6213.0,245.0,153.0,0.0,11.0,3600.0,2009.0,1.0,0.0
223,85637186.0,4418.0,111.0,282.0,146.0,1.0,3600.0,2009.0,1.0,0.0
224,85668015.0,478.0,34.0,77.0,2.0,0.0,3600.0,2009.0,0.0,0.0
225,85866409.0,6631.0,292.0,611.0,66.0,3.0,3600.0,2009.0,1.0,0.0
226,86036102.0,93.0,18.0,186.0,28.0,0.0,3600.0,2009.0,1.0,0.0
227,86353404.0,802.0,44.0,63.0,29.0,0.0,3600.0,2009.0,1.0,0.0
228,86525417.0,315.0,44.0,138.0,9.0,0.0,3600.0,2009.0,0.0,0.0
229,86561552.0,831.0,75.0,217.0,519.0,0.0,3600.0,2009.0,1.0,0.0
230,86612717.0,277.0,35.0,139.0,0.0,1.0,-10800.0,2009.0,1.0,0.0
231,86741673.0,4082.0,244.0,294.0,257.0,0.0,3600.0,2009.0,1.0,0.0
232,86981924.0,334.0,21.0,368.0,3.0,0.0,3600.0,2009.0,1.0,0.0
233,87654715.0,299.0,29.0,28.0,3.0,0.0,3600.0,2009.0,0.0,0.0
234,88528666.0,319.0,40.0,53.0,1.0,0.0,3600.0,2009.0,1.0,0.0
235,89237976.0,549.0,123.0,213.0,2.0,0.0,3600.0,2009.0,0.0,0.0
236,89734891.0,618.0,22.0,125.0,207.0,0.0,3600.0,2009.0,1.0,0.0
237,91303893.0,421.0,48.0,96.0,1.0,0.0,-36000.0,2009.0,0.0,0.0
238,92225723.0,1205.0,233.0,40.0,29.0,1.0,3600.0,2009.0,1.0,0.0
239,92403540.0,1667.0,408372.0,194.0,4.0,744.0,-13968.0,2009.0,1.0,0.0
240,93259719.0,9057.0,504.0,401.0,3891.0,9.0,3600.0,2009.0,1.0,0.0
241,93648877.0,294.0,30.0,96.0,4.0,0.0,-5184.0,2009.0,0.0,0.0
242,94841494.0,294.0,42.0,81.0,13.0,0.0,3600.0,2009.0,0.0,0.0
243,95008519.0,508.0,479.0,261.0,0.0,17.0,3600.0,2009.0,1.0,0.0
244,95243555.0,4476.0,612.0,257.0,267.0,35.0,0.0,2009.0,1.0,0.0
245,95452901.0,1132.0,131.0,193.0,4.0,1.0,3600.0,2009.0,1.0,0.0
246,96338067.0,364.0,74.0,182.0,4.0,1.0,2376.0,2009.0,1.0,0.0
247,96586973.0,1181.0,55.0,271.0,6.0,0.0,3600.0,2009.0,1.0,0.0
248,98481107.0,360.0,95.0,213.0,1.0,0.0,3600.0,2009.0,1.0,0.0
249,98913291.0,28.0,19.0,253.0,12.0,0.0,-5076.0,2009.0,0.0,0.0
250,100459808.0,159.0,27.0,255.0,2.0,0.0,-828.0,2009.0,0.0,0.0
251,100996879.0,649.0,68.0,178.0,60.0,1.0,3600.0,2010.0,1.0,0.0
252,101503282.0,2264.0,169.0,1021.0,30.0,2.0,3600.0,2010.0,1.0,0.0
253,102422355.0,67.0,15.0,76.0,0.0,0.0,3600.0,2010.0,1.0,0.0
254,102760709.0,3833.0,111.0,216.0,0.0,1.0,3600.0,2010.0,1.0,0.0
255,103055195.0,76.0,30.0,96.0,8.0,0.0,-36000.0,2010.0,1.0,0.0
256,103304208.0,495.0,34.0,68.0,5.0,0.0,3600.0,2010.0,0.0,0.0
257,104235671.0,2349.0,76.0,377.0,8.0,0.0,3600.0,2010.0,1.0,0.0
258,104566770.0,10619.0,11089.0,565.0,776.0,245.0,-39600.0,2010.0,1.0,0.0
259,104754590.0,820.0,227.0,521.0,20.0,5.0,3600.0,2010.0,1.0,0.0
260,104770020.0,758.0,102.0,254.0,2.0,2.0,3600.0,2010.0,0.0,0.0
261,104775098.0,1065.0,144.0,543.0,156.0,0.0,-36000.0,2010.0,1.0,0.0
262,104818930.0,380.0,65.0,186.0,1.0,0.0,2088.0,2010.0,1.0,0.0
263,104897833.0,9971.0,1271.0,619.0,10146.0,15.0,3600.0,2010.0,1.0,0.0
264,105128951.0,117.0,53.0,56.0,1.0,2.0,-10800.0,2010.0,0.0,0.0
265,105429377.0,14467.0,1612.0,1581.0,431.0,10.0,3600.0,2010.0,1.0,0.0
266,105496654.0,1869.0,95.0,135.0,42.0,0.0,3600.0,2010.0,1.0,0.0
267,106456147.0,504.0,133.0,270.0,1.0,3.0,3600.0,2010.0,1.0,0.0
268,107216254.0,360.0,190.0,620.0,12.0,0.0,3600.0,2010.0,1.0,0.0
269,107421428.0,2620.0,357.0,826.0,17.0,1.0,7200.0,2010.0,1.0,0.0
270,107990833.0,3461.0,239.0,348.0,458.0,4.0,2772.0,2010.0,1.0,0.0
271,108148833.0,9966.0,115.0,454.0,60.0,10.0,3600.0,2010.0,0.0,0.0
272,108557681.0,2765.0,2698.0,261.0,56.0,159.0,3600.0,2010.0,0.0,0.0
273,109079114.0,24057.0,1076.0,840.0,69.0,36.0,3600.0,2010.0,1.0,0.0
274,110273768.0,30909.0,2818.0,3032.0,1981.0,87.0,3600.0,2010.0,0.0,0.0
275,110439086.0,2685.0,68.0,258.0,585.0,1.0,3600.0,2010.0,1.0,0.0
276,110942781.0,161.0,72.0,14.0,3.0,2.0,3600.0,2010.0,1.0,0.0
277,111354131.0,2656.0,95.0,174.0,224.0,3.0,3600.0,2010.0,0.0,0.0
278,111924058.0,16955.0,3286.0,2743.0,2.0,87.0,3600.0,2010.0,1.0,0.0
279,112745297.0,4067.0,777.0,1995.0,347.0,22.0,0.0,2010.0,0.0,0.0
280,113487244.0,4190.0,140.0,190.0,46.0,0.0,3600.0,2010.0,0.0,0.0
281,113746083.0,14246.0,932.0,781.0,4047.0,30.0,3600.0,2010.0,1.0,0.0
282,114467204.0,594.0,44.0,91.0,0.0,0.0,3600.0,2010.0,1.0,0.0
283,114541436.0,360.0,81.0,182.0,78.0,0.0,3312.0,2010.0,1.0,0.0
284,115340992.0,707.0,27.0,59.0,1.0,1.0,-10800.0,2010.0,1.0,0.0
285,115349856.0,444.0,125.0,452.0,16.0,4.0,3600.0,2010.0,0.0,0.0
286,115955798.0,15131.0,2107.0,1898.0,1170.0,28.0,3600.0,2010.0,1.0,0.0
287,116190007.0,5936.0,200.0,461.0,81.0,4.0,3600.0,2010.0,1.0,0.0
288,116538160.0,540.0,57.0,104.0,14.0,0.0,-10800.0,2010.0,1.0,0.0
289,117463248.0,889.0,201.0,500.0,7.0,5.0,3600.0,2010.0,0.0,0.0
290,117708359.0,3980.0,625.0,268.0,267.0,8.0,3600.0,2010.0,1.0,0.0
291,117755159.0,5558.0,872.0,625.0,3146.0,7.0,7200.0,2010.0,1.0,0.0
292,118024286.0,1656.0,126.0,650.0,20.0,0.0,-10800.0,2010.0,1.0,0.0
293,118339229.0,3139.0,237.0,487.0,32.0,7.0,3600.0,2010.0,1.0,0.0
294,118898139.0,5660.0,554.0,937.0,6.0,23.0,-28800.0,2010.0,1.0,0.0
